0	Generic	NotDef	.notdef
5562	Ideographs	UROr5F	uni5F80-JP
5563	Ideographs	UROr5F	uni5F81-CN
5564	Ideographs	UROr5F	uni5F82-CN
5565	Ideographs	UROr5F	uni5F83-JP
5566	Ideographs	UROr5F	uni5F84-JP
5567	Ideographs	UROr5F	uni5F85-CN
5568	Ideographs	UROr5F	uni5F87-CN
5569	Ideographs	UROr5F	uni5F88-JP
5570	Ideographs	UROr5F	uni5F89-JP
5571	Ideographs	UROr5F	uni5F8A-CN
5572	Ideographs	UROr5F	uni5F8B-CN
5573	Ideographs	UROr5F	uni5F8C-JP
5574	Ideographs	UROr5F	uni5F8D-JP
5575	Ideographs	UROr5F	uni5F8F-JP
5576	Ideographs	UROr5F	uni5F90-JP
5577	Ideographs	UROr5F	uni5F91-JP
5578	Ideographs	UROr5F	uni5F92-CN
5579	Ideographs	UROr5F	uni5F93-JP
5580	Ideographs	UROr5F	uni5F96-JP
5581	Ideographs	UROr5F	uni5F97-CN
5582	Ideographs	UROr5F	uni5F98-JP
5583	Ideographs	UROr5F	uni5F99-JP
5584	Ideographs	UROr5F	uni5F9C-JP
5585	Ideographs	UROr5F	uni5F9D-JP
5586	Ideographs	UROr5F	uni5F9E-JP
5587	Ideographs	UROr5F	uni5FA0-JP
5588	Ideographs	UROr5F	uni5FA1-JP
5589	Ideographs	UROr5F	uni5FA2-JP
5590	Ideographs	UROr5F	uni5FA4-JP
5591	Ideographs	UROr5F	uni5FA7-JP
5592	Ideographs	UROr5F	uni5FA8-CN
5593	Ideographs	UROr5F	uni5FA9-JP
5594	Ideographs	UROr5F	uni5FAA-JP
5595	Ideographs	UROr5F	uni5FAB-JP
5596	Ideographs	UROr5F	uni5FAC-JP
5597	Ideographs	UROr5F	uni5FAD-JP
5598	Ideographs	UROr5F	uni5FAE-JP
5599	Ideographs	UROr5F	uni5FAF-JP
5600	Ideographs	UROr5F	uni5FB0-JP
5601	Ideographs	UROr5F	uni5FB1-JP
5602	Ideographs	UROr5F	uni5FB3-JP
5603	Ideographs	UROr5F	uni5FB4-JP
5604	Ideographs	UROr5F	uni5FB5-JP
5605	Ideographs	UROr5F	uni5FB7-JP
5606	Ideographs	UROr5F	uni5FB8-JP
5607	Ideographs	UROr5F	uni5FB9-JP
5608	Ideographs	UROr5F	uni5FBC-JP
5609	Ideographs	UROr5F	uni5FBD-JP
5610	Ideographs	UROr5F	uni5FC3-JP
5611	Ideographs	UROr5F	uni5FC4-CN
5612	Ideographs	UROr5F	uni5FC5-CN
5613	Ideographs	UROr5F	uni5FC7-JP
5614	Ideographs	UROr5F	uni5FC8-JP
5615	Ideographs	UROr5F	uni5FC9-CN
5616	Ideographs	UROr5F	uni5FCB-JP
5617	Ideographs	UROr5F	uni5FCC-JP
5618	Ideographs	UROr5F	uni5FCD-JP
5619	Ideographs	UROr5F	uni5FD0-CN
5620	Ideographs	UROr5F	uni5FD1-JP
5621	Ideographs	UROr5F	uni5FD2-JP
5622	Ideographs	UROr5F	uni5FD3-JP
5623	Ideographs	UROr5F	uni5FD4-JP
5624	Ideographs	UROr5F	uni5FD6-CN
5625	Ideographs	UROr5F	uni5FD7-JP
5626	Ideographs	UROr5F	uni5FD8-JP
5627	Ideographs	UROr5F	uni5FD9-JP
5628	Ideographs	UROr5F	uni5FDC-JP
5629	Ideographs	UROr5F	uni5FDD-JP
5630	Ideographs	UROr5F	uni5FDE-JP
5631	Ideographs	UROr5F	uni5FE0-JP
5632	Ideographs	UROr5F	uni5FE1-CN
5633	Ideographs	UROr5F	uni5FE2-JP
5634	Ideographs	UROr5F	uni5FE4-JP
5635	Ideographs	UROr5F	uni5FE8-JP
5636	Ideographs	UROr5F	uni5FE9-JP
5637	Ideographs	UROr5F	uni5FEA-JP
5638	Ideographs	UROr5F	uni5FEB-CN
5639	Ideographs	UROr5F	uni5FEC-JP
5640	Ideographs	UROr5F	uni5FED-JP
5641	Ideographs	UROr5F	uni5FEE-CN
5642	Ideographs	UROr5F	uni5FEF-JP
5643	Ideographs	UROr5F	uni5FF0-JP
5644	Ideographs	UROr5F	uni5FF1-JP
5645	Ideographs	UROr5F	uni5FF2-JP
5646	Ideographs	UROr5F	uni5FF3-JP
5647	Ideographs	UROr5F	uni5FF5-JP
5648	Ideographs	UROr5F	uni5FF6-JP
5649	Ideographs	UROr5F	uni5FF8-JP
5650	Ideographs	UROr5F	uni5FFA-JP
5651	Ideographs	UROr5F	uni5FFB-JP
5652	Ideographs	UROr5F	uni5FFC-JP
5653	Ideographs	UROr5F	uni5FFD-JP
5654	Ideographs	UROr5F	uni5FFF-JP
5655	Ideographs	UROr60	uni6007-JP
5656	Ideographs	UROr60	uni600A-CN
5657	Ideographs	UROr60	uni600D-CN
5658	Ideographs	UROr60	uni600E-JP
5659	Ideographs	UROr60	uni600F-CN
5660	Ideographs	UROr60	uni6010-JP
5661	Ideographs	UROr60	uni6012-JP
5662	Ideographs	UROr60	uni6013-JP
5663	Ideographs	UROr60	uni6014-CN
5664	Ideographs	UROr60	uni6015-CN
5665	Ideographs	UROr60	uni6016-CN
5666	Ideographs	UROr60	uni6017-JP
5667	Ideographs	UROr60	uni6018-JP
5668	Ideographs	UROr60	uni6019-CN
5669	Ideographs	UROr60	uni601A-JP
5670	Ideographs	UROr60	uni601B-CN
5671	Ideographs	UROr60	uni601C-JP
5672	Ideographs	UROr60	uni601D-CN
5673	Ideographs	UROr60	uni601F-JP
5674	Ideographs	UROr60	uni6020-JP
5675	Ideographs	UROr60	uni6021-JP
5676	Ideographs	UROr60	uni6022-JP
5677	Ideographs	UROr60	uni6024-JP
5678	Ideographs	UROr60	uni6025-JP
5679	Ideographs	UROr60	uni6026-JP
5680	Ideographs	UROr60	uni6027-CN
5681	Ideographs	UROr60	uni6028-JP
5682	Ideographs	UROr60	uni6029-CN
5683	Ideographs	UROr60	uni602A-CN
5684	Ideographs	UROr60	uni602B-JP
5685	Ideographs	UROr60	uni602D-CN
5686	Ideographs	UROr60	uni602F-JP
5687	Ideographs	UROr60	uni6031-JP
5688	Ideographs	UROr60	uni6033-JP
5689	Ideographs	UROr60	uni6035-JP
5690	Ideographs	UROr60	uni603A-JP
5691	Ideographs	UROr60	uni6040-JP
5692	Ideographs	UROr60	uni6041-CN
5693	Ideographs	UROr60	uni6042-JP
5694	Ideographs	UROr60	uni6043-CN
5695	Ideographs	UROr60	uni6046-JP
5696	Ideographs	UROr60	uni6047-JP
5697	Ideographs	UROr60	uni6048-JP
5698	Ideographs	UROr60	uni6049-JP
5699	Ideographs	UROr60	uni604A-CN
5700	Ideographs	UROr60	uni604B-JP
5701	Ideographs	UROr60	uni604C-JP
5702	Ideographs	UROr60	uni604D-CN
5703	Ideographs	UROr60	uni6050-JP
5704	Ideographs	UROr60	uni6051-JP
5705	Ideographs	UROr60	uni6052-CN
5706	Ideographs	UROr60	uni6054-JP
5707	Ideographs	UROr60	uni6055-JP
5708	Ideographs	UROr60	uni6056-JP
5709	Ideographs	UROr60	uni6057-JP
5710	Ideographs	UROr60	uni6059-JP
5711	Ideographs	UROr60	uni605A-JP
5712	Ideographs	UROr60	uni605D-JP
5713	Ideographs	UROr60	uni605F-JP
5714	Ideographs	UROr60	uni6060-JP
5715	Ideographs	UROr60	uni6061-JP
5716	Ideographs	UROr60	uni6062-JP
5717	Ideographs	UROr60	uni6063-JP
5718	Ideographs	UROr60	uni6064-CN
5719	Ideographs	UROr60	uni6065-JP
5720	Ideographs	UROr60	uni6067-JP
5721	Ideographs	UROr60	uni6068-JP
5722	Ideographs	UROr60	uni6069-JP
5723	Ideographs	UROr60	uni606A-JP
5724	Ideographs	UROr60	uni606B-CN
5725	Ideographs	UROr60	uni606C-CN
5726	Ideographs	UROr60	uni606D-CN
5727	Ideographs	UROr60	uni606F-JP
5728	Ideographs	UROr60	uni6070-JP
5729	Ideographs	UROr60	uni6071-JP
5730	Ideographs	UROr60	uni6075-JP
5731	Ideographs	UROr60	uni6077-JP
5732	Ideographs	UROr60	uni607E-JP
5733	Ideographs	UROr60	uni607F-CN
5734	Ideographs	UROr60	uni6081-JP
5735	Ideographs	UROr60	uni6082-JP
5736	Ideographs	UROr60	uni6083-JP
5737	Ideographs	UROr60	uni6084-JP
5738	Ideographs	UROr60	uni6085-JP
5739	Ideographs	UROr60	uni6086-JP
5740	Ideographs	UROr60	uni6088-JP
5741	Ideographs	UROr60	uni6089-JP
5742	Ideographs	UROr60	uni608A-JP
5743	Ideographs	UROr60	uni608B-JP
5744	Ideographs	UROr60	uni608C-JP
5745	Ideographs	UROr60	uni608D-CN
5746	Ideographs	UROr60	uni608E-JP
5747	Ideographs	UROr60	uni6091-JP
5748	Ideographs	UROr60	uni6092-CN
5749	Ideographs	UROr60	uni6093-JP
5750	Ideographs	UROr60	uni6094-JP
5751	Ideographs	UROr60	uni6095-JP
5752	Ideographs	UROr60	uni6096-JP
5753	Ideographs	UROr60	uni6097-JP
5754	Ideographs	UROr60	uni6098-JP
5755	Ideographs	UROr60	uni609A-CN
5756	Ideographs	UROr60	uni609B-JP
5757	Ideographs	UROr60	uni609D-CN
5758	Ideographs	UROr60	uni609E-JP
5759	Ideographs	UROr60	uni609F-CN
5760	Ideographs	UROr60	uni60A0-JP
5761	Ideographs	UROr60	uni60A2-JP
5762	Ideographs	UROr60	uni60A3-JP
5763	Ideographs	UROr60	uni60A4-JP
5764	Ideographs	UROr60	uni60A5-JP
5765	Ideographs	UROr60	uni60A6-JP
5766	Ideographs	UROr60	uni60A7-JP
5767	Ideographs	UROr60	uni60A8-JP
5768	Ideographs	UROr60	uni60A9-JP
5769	Ideographs	UROr60	uni60AA-JP
5770	Ideographs	UROr60	uni60B0-JP
5771	Ideographs	UROr60	uni60B1-JP
5772	Ideographs	UROr60	uni60B2-JP
5773	Ideographs	UROr60	uni60B3-JP
5774	Ideographs	UROr60	uni60B4-JP
5775	Ideographs	UROr60	uni60B5-JP
5776	Ideographs	UROr60	uni60B6-JP
5777	Ideographs	UROr60	uni60B7-JP
5778	Ideographs	UROr60	uni60B8-JP
5779	Ideographs	UROr60	uni60BB-JP
5780	Ideographs	UROr60	uni60BC-CN
5781	Ideographs	UROr60	uni60BD-JP
5782	Ideographs	UROr60	uni60BE-JP
5783	Ideographs	UROr60	uni60C2-JP
5784	Ideographs	UROr60	uni60C4-JP
5785	Ideographs	UROr60	uni60C5-CN
5786	Ideographs	UROr60	uni60C6-JP
5787	Ideographs	UROr60	uni60C7-JP
5788	Ideographs	UROr60	uni60C8-JP
5789	Ideographs	UROr60	uni60C9-JP
5790	Ideographs	UROr60	uni60CA-JP
5791	Ideographs	UROr60	uni60CB-JP
5792	Ideographs	UROr60	uni60CE-JP
5793	Ideographs	UROr60	uni60CF-JP
5794	Ideographs	UROr60	uni60D1-CN
5795	Ideographs	UROr60	uni60D3-JP
5796	Ideographs	UROr60	uni60D4-CN
5797	Ideographs	UROr60	uni60D5-CN
5798	Ideographs	UROr60	uni60D8-JP
5799	Ideographs	UROr60	uni60D9-JP
5800	Ideographs	UROr60	uni60DA-JP
5801	Ideographs	UROr60	uni60DB-JP
5802	Ideographs	UROr60	uni60DC-CN
5803	Ideographs	UROr60	uni60DD-JP
5804	Ideographs	UROr60	uni60DE-JP
5805	Ideographs	UROr60	uni60DF-JP
5806	Ideographs	UROr60	uni60E0-CN
5807	Ideographs	UROr60	uni60E1-JP
5808	Ideographs	UROr60	uni60E2-JP
5809	Ideographs	UROr60	uni60E3-JP
5810	Ideographs	UROr60	uni60E5-JP
5811	Ideographs	UROr60	uni60E7-CN
5812	Ideographs	UROr60	uni60E8-JP
5813	Ideographs	UROr60	uni60EE-JP
5814	Ideographs	UROr60	uni60F0-CN
5815	Ideographs	UROr60	uni60F1-JP
5816	Ideographs	UROr60	uni60F2-JP
5817	Ideographs	UROr60	uni60F3-CN
5818	Ideographs	UROr60	uni60F4-CN
5819	Ideographs	UROr60	uni60F5-JP
5820	Ideographs	UROr60	uni60F6-CN
5821	Ideographs	UROr60	uni60F7-JP
5822	Ideographs	UROr60	uni60F8-JP
5823	Ideographs	UROr60	uni60F9-CN
5824	Ideographs	UROr60	uni60FA-JP
5825	Ideographs	UROr60	uni60FB-JP
5826	Ideographs	UROr60	uni60FC-JP
5827	Ideographs	UROr60	uni60FD-JP
5828	Ideographs	UROr61	uni6100-CN
5829	Ideographs	UROr61	uni6101-JP
5830	Ideographs	UROr61	uni6102-JP
5831	Ideographs	UROr61	uni6103-JP
5832	Ideographs	UROr61	uni6106-CN
5833	Ideographs	UROr61	uni6107-JP
5834	Ideographs	UROr61	uni6108-JP
5835	Ideographs	UROr61	uni6109-JP
5836	Ideographs	UROr61	uni610A-JP
5837	Ideographs	UROr61	uni610C-JP
5838	Ideographs	UROr61	uni610D-JP
5839	Ideographs	UROr61	uni610E-CN
5840	Ideographs	UROr61	uni610F-JP
5841	Ideographs	UROr61	uni6110-JP
5842	Ideographs	UROr61	uni6111-JP
5843	Ideographs	UROr61	uni6112-JP
5844	Ideographs	UROr61	uni6113-JP
5845	Ideographs	UROr61	uni6114-JP
5846	Ideographs	UROr61	uni6115-JP
5847	Ideographs	UROr61	uni6116-JP
5848	Ideographs	UROr61	uni6117-JP
5849	Ideographs	UROr61	uni6119-JP
5850	Ideographs	UROr61	uni611A-CN
5851	Ideographs	UROr61	uni611B-JP
5852	Ideographs	UROr61	uni611C-JP
5853	Ideographs	UROr61	uni611E-JP
5854	Ideographs	UROr61	uni611F-JP
5855	Ideographs	UROr61	uni6120-CN
5856	Ideographs	UROr61	uni6121-CN
5857	Ideographs	UROr61	uni6122-JP
5858	Ideographs	UROr61	uni6127-JP
5859	Ideographs	UROr61	uni6128-JP
5860	Ideographs	UROr61	uni612A-JP
5861	Ideographs	UROr61	uni612B-JP
5862	Ideographs	UROr61	uni612C-JP
5863	Ideographs	UROr61	uni6130-JP
5864	Ideographs	UROr61	uni6131-JP
5865	Ideographs	UROr61	uni6134-JP
5866	Ideographs	UROr61	uni6135-JP
5867	Ideographs	UROr61	uni6136-JP
5868	Ideographs	UROr61	uni6137-JP
5869	Ideographs	UROr61	uni6139-JP
5870	Ideographs	UROr61	uni613A-JP
5871	Ideographs	UROr61	uni613C-JP
5872	Ideographs	UROr61	uni613D-JP
5873	Ideographs	UROr61	uni613E-JP
5874	Ideographs	UROr61	uni613F-JP
5875	Ideographs	UROr61	uni6141-JP
5876	Ideographs	UROr61	uni6142-CN
5877	Ideographs	UROr61	uni6144-JP
5878	Ideographs	UROr61	uni6145-JP
5879	Ideographs	UROr61	uni6146-JP
5880	Ideographs	UROr61	uni6147-JP
5881	Ideographs	UROr61	uni6148-JP
5882	Ideographs	UROr61	uni6149-JP
5883	Ideographs	UROr61	uni614A-JP
5884	Ideographs	UROr61	uni614B-JP
5885	Ideographs	UROr61	uni614C-JP
5886	Ideographs	UROr61	uni614D-JP
5887	Ideographs	UROr61	uni614E-JP
5888	Ideographs	UROr61	uni6153-JP
5889	Ideographs	UROr61	uni6155-CN
5890	Ideographs	UROr61	uni6158-JP
5891	Ideographs	UROr61	uni6159-JP
5892	Ideographs	UROr61	uni615A-JP
5893	Ideographs	UROr61	uni615D-JP
5894	Ideographs	UROr61	uni615E-JP
5895	Ideographs	UROr61	uni615F-JP
5896	Ideographs	UROr61	uni6160-JP
5897	Ideographs	UROr61	uni6162-JP
5898	Ideographs	UROr61	uni6163-JP
5899	Ideographs	UROr61	uni6164-JP
5900	Ideographs	UROr61	uni6165-JP
5901	Ideographs	UROr61	uni6167-JP
5902	Ideographs	UROr61	uni6168-JP
5903	Ideographs	UROr61	uni616B-JP
5904	Ideographs	UROr61	uni616C-JP
5905	Ideographs	UROr61	uni616E-JP
5906	Ideographs	UROr61	uni616F-JP
5907	Ideographs	UROr61	uni6170-JP
5908	Ideographs	UROr61	uni6171-JP
5909	Ideographs	UROr61	uni6172-JP
5910	Ideographs	UROr61	uni6173-JP
5911	Ideographs	UROr61	uni6174-JP
5912	Ideographs	UROr61	uni6175-JP
5913	Ideographs	UROr61	uni6176-JP
5914	Ideographs	UROr61	uni6177-JP
5915	Ideographs	UROr61	uni6178-JP
5916	Ideographs	UROr61	uni617B-JP
5917	Ideographs	UROr61	uni617C-JP
5918	Ideographs	UROr61	uni617D-CN
5919	Ideographs	UROr61	uni617E-JP
5920	Ideographs	UROr61	uni617F-JP
5921	Ideographs	UROr61	uni6180-JP
5922	Ideographs	UROr61	uni6181-JP
5923	Ideographs	UROr61	uni6182-JP
5924	Ideographs	UROr61	uni6183-JP
5925	Ideographs	UROr61	uni6184-JP
5926	Ideographs	UROr61	uni6187-JP
5927	Ideographs	UROr61	uni618A-JP
5928	Ideographs	UROr61	uni618B-JP
5929	Ideographs	UROr61	uni618D-JP
5930	Ideographs	UROr61	uni618E-JP
5931	Ideographs	UROr61	uni6190-JP
5932	Ideographs	UROr61	uni6191-JP
5933	Ideographs	UROr61	uni6192-JP
5934	Ideographs	UROr61	uni6193-JP
5935	Ideographs	UROr61	uni6194-JP
5936	Ideographs	UROr61	uni6196-JP
5937	Ideographs	UROr61	uni6197-JP
5938	Ideographs	UROr61	uni6198-JP
5939	Ideographs	UROr61	uni6199-JP
5940	Ideographs	UROr61	uni619A-JP
5941	Ideographs	UROr61	uni619C-JP
5942	Ideographs	UROr61	uni619D-JP
5943	Ideographs	UROr61	uni619F-JP
5944	Ideographs	UROr61	uni61A0-JP
5945	Ideographs	UROr61	uni61A4-CN
5946	Ideographs	UROr61	uni61A5-JP
5947	Ideographs	UROr61	uni61A7-JP
5948	Ideographs	UROr61	uni61A8-JP
5949	Ideographs	UROr61	uni61A9-JP
5950	Ideographs	UROr61	uni61AA-JP
5951	Ideographs	UROr61	uni61AB-JP
5952	Ideographs	UROr61	uni61AC-JP
5953	Ideographs	UROr61	uni61AD-JP
5954	Ideographs	UROr61	uni61AE-JP
5955	Ideographs	UROr61	uni61B2-JP
5956	Ideographs	UROr61	uni61B6-JP
5957	Ideographs	UROr61	uni61B8-JP
5958	Ideographs	UROr61	uni61B9-JP
5959	Ideographs	UROr61	uni61BA-JP
5960	Ideographs	UROr61	uni61BC-JP
5961	Ideographs	UROr61	uni61BE-JP
5962	Ideographs	UROr61	uni61C0-JP
5963	Ideographs	UROr61	uni61C1-JP
5964	Ideographs	UROr61	uni61C2-CN
5965	Ideographs	UROr61	uni61C3-JP
5966	Ideographs	UROr61	uni61C6-JP
5967	Ideographs	UROr61	uni61C7-JP
5968	Ideographs	UROr61	uni61C8-JP
5969	Ideographs	UROr61	uni61C9-JP
5970	Ideographs	UROr61	uni61CA-JP
5971	Ideographs	UROr61	uni61CB-CN
5972	Ideographs	UROr61	uni61CC-JP
5973	Ideographs	UROr61	uni61CD-JP
5974	Ideographs	UROr61	uni61CE-JP
5975	Ideographs	UROr61	uni61CF-JP
5976	Ideographs	UROr61	uni61D0-JP
5977	Ideographs	UROr61	uni61D5-JP
5978	Ideographs	UROr61	uni61DC-JP
5979	Ideographs	UROr61	uni61DD-JP
5980	Ideographs	UROr61	uni61DE-JP
5981	Ideographs	UROr61	uni61DF-JP
5982	Ideographs	UROr61	uni61E1-JP
5983	Ideographs	UROr61	uni61E2-JP
5984	Ideographs	UROr61	uni61E3-JP
5985	Ideographs	UROr61	uni61E5-JP
5986	Ideographs	UROr61	uni61E6-CN
5987	Ideographs	UROr61	uni61E7-JP
5988	Ideographs	UROr61	uni61E8-JP
5989	Ideographs	UROr61	uni61E9-JP
5990	Ideographs	UROr61	uni61EC-JP
5991	Ideographs	UROr61	uni61ED-JP
5992	Ideographs	UROr61	uni61EF-JP
5993	Ideographs	UROr61	uni61F2-JP
5994	Ideographs	UROr61	uni61F4-JP
5995	Ideographs	UROr61	uni61F5-CN
5996	Ideographs	UROr61	uni61F6-JP
5997	Ideographs	UROr61	uni61F7-JP
5998	Ideographs	UROr61	uni61F8-JP
5999	Ideographs	UROr61	uni61FA-JP
6000	Ideographs	UROr61	uni61FC-JP
6001	Ideographs	UROr61	uni61FD-JP
6002	Ideographs	UROr61	uni61FE-JP
6003	Ideographs	UROr61	uni61FF-JP
6004	Ideographs	UROr62	uni6200-JP
6005	Ideographs	UROr62	uni6201-JP
6006	Ideographs	UROr62	uni6203-JP
6007	Ideographs	UROr62	uni6204-JP
6008	Ideographs	UROr62	uni6207-JP
6009	Ideographs	UROr62	uni6208-CN
6010	Ideographs	UROr62	uni6209-JP
6011	Ideographs	UROr62	uni620A-CN
6012	Ideographs	UROr62	uni620C-JP
6013	Ideographs	UROr62	uni620D-CN
6014	Ideographs	UROr62	uni620E-JP
6015	Ideographs	UROr62	uni6210-CN
6016	Ideographs	UROr62	uni6211-CN
6017	Ideographs	UROr62	uni6212-CN
6018	Ideographs	UROr62	uni6213-JP
6019	Ideographs	UROr62	uni6214-JP
6020	Ideographs	UROr62	uni6215-JP
6021	Ideographs	UROr62	uni6216-CN
6022	Ideographs	UROr62	uni621A-JP
6023	Ideographs	UROr62	uni621B-JP
6024	Ideographs	UROr62	uni621C-JP
6025	Ideographs	UROr62	uni621D-JP
6026	Ideographs	UROr62	uni621E-JP
6027	Ideographs	UROr62	uni621F-CN
6028	Ideographs	UROr62	uni6220-JP
6029	Ideographs	UROr62	uni6221-JP
6030	Ideographs	UROr62	uni6222-JP
6031	Ideographs	UROr62	uni6223-JP
6032	Ideographs	UROr62	uni6226-JP
6033	Ideographs	UROr62	uni6227-JP
6034	Ideographs	UROr62	uni6229-JP
6035	Ideographs	UROr62	uni622A-JP
6036	Ideographs	UROr62	uni622B-JP
6037	Ideographs	UROr62	uni622E-JP
6038	Ideographs	UROr62	uni622F-JP
6039	Ideographs	UROr62	uni6230-JP
6040	Ideographs	UROr62	uni6231-JP
6041	Ideographs	UROr62	uni6232-JP
6042	Ideographs	UROr62	uni6233-JP
6043	Ideographs	UROr62	uni6234-CN
6044	Ideographs	UROr62	uni6236-JP
6045	Ideographs	UROr62	uni6238-JP
6046	Ideographs	UROr62	uni6239-JP
6047	Ideographs	UROr62	uni623B-JP
6048	Ideographs	UROr62	uni623D-JP
6049	Ideographs	UROr62	uni623E-JP
6050	Ideographs	UROr62	uni623F-JP
6051	Ideographs	UROr62	uni6240-JP
6052	Ideographs	UROr62	uni6241-JP
6053	Ideographs	UROr62	uni6242-JP
6054	Ideographs	UROr62	uni6243-JP
6055	Ideographs	UROr62	uni6244-JP
6056	Ideographs	UROr62	uni6246-JP
6057	Ideographs	UROr62	uni6247-JP
6058	Ideographs	UROr62	uni6248-JP
6059	Ideographs	UROr62	uni6249-JP
6060	Ideographs	UROr62	uni624B-CN
6061	Ideographs	UROr62	uni624C-CN
6062	Ideographs	UROr62	uni624D-JP
6063	Ideographs	UROr62	uni624E-CN
6064	Ideographs	UROr62	uni6250-JP
6065	Ideographs	UROr62	uni6251-JP
6066	Ideographs	UROr62	uni6252-JP
6067	Ideographs	UROr62	uni6253-CN
6068	Ideographs	UROr62	uni6254-JP
6069	Ideographs	UROr62	uni6255-JP
6070	Ideographs	UROr62	uni6256-JP
6071	Ideographs	UROr62	uni6258-CN
6072	Ideographs	UROr62	uni625A-JP
6073	Ideographs	UROr62	uni625B-CN
6074	Ideographs	UROr62	uni625C-JP
6075	Ideographs	UROr62	uni625E-JP
6076	Ideographs	UROr62	uni6260-JP
6077	Ideographs	UROr62	uni6261-JP
6078	Ideographs	UROr62	uni6263-CN
6079	Ideographs	UROr62	uni6264-JP
6080	Ideographs	UROr62	uni6268-JP
6081	Ideographs	UROr62	uni626D-JP
6082	Ideographs	UROr62	uni626E-JP
6083	Ideographs	UROr62	uni626F-CN
6084	Ideographs	UROr62	uni6271-JP
6085	Ideographs	UROr62	uni6273-JP
6086	Ideographs	UROr62	uni6276-CN
6087	Ideographs	UROr62	uni6279-JP
6088	Ideographs	UROr62	uni627A-JP
6089	Ideographs	UROr62	uni627B-JP
6090	Ideographs	UROr62	uni627C-CN
6091	Ideographs	UROr62	uni627D-JP
6092	Ideographs	UROr62	uni627E-CN
6093	Ideographs	UROr62	uni627F-JP
6094	Ideographs	UROr62	uni6280-CN
6095	Ideographs	UROr62	uni6282-JP
6096	Ideographs	UROr62	uni6283-JP
6097	Ideographs	UROr62	uni6284-JP
6098	Ideographs	UROr62	uni6285-JP
6099	Ideographs	UROr62	uni6289-JP
6100	Ideographs	UROr62	uni628A-CN
6101	Ideographs	UROr62	uni628D-JP
6102	Ideographs	UROr62	uni628E-JP
6103	Ideographs	UROr62	uni628F-JP
6104	Ideographs	UROr62	uni6290-JP
6105	Ideographs	UROr62	uni6291-JP
6106	Ideographs	UROr62	uni6292-CN
6107	Ideographs	UROr62	uni6293-JP
6108	Ideographs	UROr62	uni6294-JP
6109	Ideographs	UROr62	uni6295-JP
6110	Ideographs	UROr62	uni6296-CN
6111	Ideographs	UROr62	uni6297-JP
6112	Ideographs	UROr62	uni6298-JP
6113	Ideographs	UROr62	uni6299-JP
6114	Ideographs	UROr62	uni629B-CN
6115	Ideographs	UROr62	uni629C-JP
6116	Ideographs	UROr62	uni629E-JP
6117	Ideographs	UROr62	uni62A6-JP
6118	Ideographs	UROr62	uni62A8-JP
6119	Ideographs	UROr62	uni62AB-CN
6120	Ideographs	UROr62	uni62AC-JP
6121	Ideographs	UROr62	uni62B1-JP
6122	Ideographs	UROr62	uni62B3-JP
6123	Ideographs	UROr62	uni62B5-JP
6124	Ideographs	UROr62	uni62B6-JP
6125	Ideographs	UROr62	uni62B7-JP
6126	Ideographs	UROr62	uni62B9-CN
6127	Ideographs	UROr62	uni62BA-JP
6128	Ideographs	UROr62	uni62BB-CN
6129	Ideographs	UROr62	uni62BC-CN
6130	Ideographs	UROr62	uni62BD-CN
6131	Ideographs	UROr62	uni62BE-JP
6132	Ideographs	UROr62	uni62BF-JP
6133	Ideographs	UROr62	uni62C2-JP
6134	Ideographs	UROr62	uni62C4-JP
6135	Ideographs	UROr62	uni62C5-CN
6136	Ideographs	UROr62	uni62C6-JP
6137	Ideographs	UROr62	uni62C7-JP
6138	Ideographs	UROr62	uni62C8-CN
6139	Ideographs	UROr62	uni62C9-JP
6140	Ideographs	UROr62	uni62CA-CN
6141	Ideographs	UROr62	uni62CC-JP
6142	Ideographs	UROr62	uni62CD-CN
6143	Ideographs	UROr62	uni62CE-JP
6144	Ideographs	UROr62	uni62CF-JP
6145	Ideographs	UROr62	uni62D0-JP
6146	Ideographs	UROr62	uni62D1-JP
6147	Ideographs	UROr62	uni62D2-JP
6148	Ideographs	UROr62	uni62D3-CN
6149	Ideographs	UROr62	uni62D4-JP
6150	Ideographs	UROr62	uni62D5-JP
6151	Ideographs	UROr62	uni62D6-CN
6152	Ideographs	UROr62	uni62D7-JP
6153	Ideographs	UROr62	uni62D8-CN
6154	Ideographs	UROr62	uni62D9-JP
6155	Ideographs	UROr62	uni62DA-JP
6156	Ideographs	UROr62	uni62DB-CN
6157	Ideographs	UROr62	uni62DC-JP
6158	Ideographs	UROr62	uni62DD-JP
6159	Ideographs	UROr62	uni62E0-JP
6160	Ideographs	UROr62	uni62E1-JP
6161	Ideographs	UROr62	uni62EA-JP
6162	Ideographs	UROr62	uni62EC-CN
6163	Ideographs	UROr62	uni62ED-CN
6164	Ideographs	UROr62	uni62EE-CN
6165	Ideographs	UROr62	uni62EF-JP
6166	Ideographs	UROr62	uni62F1-CN
6167	Ideographs	UROr62	uni62F2-JP
6168	Ideographs	UROr62	uni62F3-JP
6169	Ideographs	UROr62	uni62F4-JP
6170	Ideographs	UROr62	uni62F5-JP
6171	Ideographs	UROr62	uni62F6-JP
6172	Ideographs	UROr62	uni62F7-JP
6173	Ideographs	UROr62	uni62FC-CN
6174	Ideographs	UROr62	uni62FD-CN
6175	Ideographs	UROr62	uni62FE-JP
6176	Ideographs	UROr62	uni62FF-JP
