0	Generic	NotDef	.notdef
13411	Ideographs	UROr91	uni915B-JP
13412	Ideographs	UROr91	uni9161-JP
13413	Ideographs	UROr91	uni9162-CN
13414	Ideographs	UROr91	uni9163-CN
13415	Ideographs	UROr91	uni9164-CN
13416	Ideographs	UROr91	uni9165-CN
13417	Ideographs	UROr91	uni9167-JP
13418	Ideographs	UROr91	uni9169-JP
13419	Ideographs	UROr91	uni916A-JP
13420	Ideographs	UROr91	uni916C-CN
13421	Ideographs	UROr91	uni916D-JP
13422	Ideographs	UROr91	uni9172-JP
13423	Ideographs	UROr91	uni9173-JP
13424	Ideographs	UROr91	uni9174-JP
13425	Ideographs	UROr91	uni9175-CN
13426	Ideographs	UROr91	uni9177-CN
13427	Ideographs	UROr91	uni9178-JP
13428	Ideographs	UROr91	uni9179-JP
13429	Ideographs	UROr91	uni917A-JP
13430	Ideographs	UROr91	uni917B-JP
13431	Ideographs	UROr91	uni9181-JP
13432	Ideographs	UROr91	uni9182-JP
13433	Ideographs	UROr91	uni9183-JP
13434	Ideographs	UROr91	uni9185-JP
13435	Ideographs	UROr91	uni9186-JP
13436	Ideographs	UROr91	uni9187-JP
13437	Ideographs	UROr91	uni9189-JP
13438	Ideographs	UROr91	uni918A-JP
13439	Ideographs	UROr91	uni918B-CN
13440	Ideographs	UROr91	uni918D-CN
13441	Ideographs	UROr91	uni918E-JP
13442	Ideographs	UROr91	uni9190-CN
13443	Ideographs	UROr91	uni9191-CN
13444	Ideographs	UROr91	uni9192-JP
13445	Ideographs	UROr91	uni9193-JP
13446	Ideographs	UROr91	uni9194-JP
13447	Ideographs	UROr91	uni9195-JP
13448	Ideographs	UROr91	uni9197-JP
13449	Ideographs	UROr91	uni9198-JP
13450	Ideographs	UROr91	uni919C-JP
13451	Ideographs	UROr91	uni919E-JP
13452	Ideographs	UROr91	uni91A1-JP
13453	Ideographs	UROr91	uni91A2-CN
13454	Ideographs	UROr91	uni91A4-JP
13455	Ideographs	UROr91	uni91A6-JP
13456	Ideographs	UROr91	uni91A8-JP
13457	Ideographs	UROr91	uni91AA-JP
13458	Ideographs	UROr91	uni91AB-JP
13459	Ideographs	UROr91	uni91AC-JP
13460	Ideographs	UROr91	uni91AD-JP
13461	Ideographs	UROr91	uni91AE-JP
13462	Ideographs	UROr91	uni91AF-JP
13463	Ideographs	UROr91	uni91B0-JP
13464	Ideographs	UROr91	uni91B1-JP
13465	Ideographs	UROr91	uni91B2-JP
13466	Ideographs	UROr91	uni91B3-JP
13467	Ideographs	UROr91	uni91B4-CN
13468	Ideographs	UROr91	uni91B5-JP
13469	Ideographs	UROr91	uni91B6-JP
13470	Ideographs	UROr91	uni91B8-JP
13471	Ideographs	UROr91	uni91BA-CN
13472	Ideographs	UROr91	uni91BB-JP
13473	Ideographs	UROr91	uni91BC-JP
13474	Ideographs	UROr91	uni91BD-JP
13475	Ideographs	UROr91	uni91BF-JP
13476	Ideographs	UROr91	uni91C0-JP
13477	Ideographs	UROr91	uni91C1-JP
13478	Ideographs	UROr91	uni91C2-JP
13479	Ideographs	UROr91	uni91C3-JP
13480	Ideographs	UROr91	uni91C4-JP
13481	Ideographs	UROr91	uni91C5-JP
13482	Ideographs	UROr91	uni91C6-JP
13483	Ideographs	UROr91	uni91C7-CN
13484	Ideographs	UROr91	uni91C8-JP
13485	Ideographs	UROr91	uni91C9-CN
13486	Ideographs	UROr91	uni91CB-JP
13487	Ideographs	UROr91	uni91CC-CN
13488	Ideographs	UROr91	uni91CD-CN
13489	Ideographs	UROr91	uni91CE-CN
13490	Ideographs	UROr91	uni91CF-JP
13491	Ideographs	UROr91	uni91D0-JP
13492	Ideographs	UROr91	uni91D1-JP
13493	Ideographs	UROr91	uni91D3-JP
13494	Ideographs	UROr91	uni91D4-JP
13495	Ideographs	UROr91	uni91D6-JP
13496	Ideographs	UROr91	uni91D7-JP
13497	Ideographs	UROr91	uni91D8-JP
13498	Ideographs	UROr91	uni91D9-JP
13499	Ideographs	UROr91	uni91DA-JP
13500	Ideographs	UROr91	uni91DB-JP
13501	Ideographs	UROr91	uni91DC-JP
13502	Ideographs	UROr91	uni91DD-JP
13503	Ideographs	UROr91	uni91DE-JP
13504	Ideographs	UROr91	uni91DF-JP
13505	Ideographs	UROr91	uni91E1-JP
13506	Ideographs	UROr91	uni91E3-JP
13507	Ideographs	UROr91	uni91E4-JP
13508	Ideographs	UROr91	uni91E5-JP
13509	Ideographs	UROr91	uni91E6-JP
13510	Ideographs	UROr91	uni91E7-JP
13511	Ideographs	UROr91	uni91E9-JP
13512	Ideographs	UROr91	uni91EA-JP
13513	Ideographs	UROr91	uni91EC-JP
13514	Ideographs	UROr91	uni91ED-JP
13515	Ideographs	UROr91	uni91EE-JP
13516	Ideographs	UROr91	uni91EF-JP
13517	Ideographs	UROr91	uni91F0-JP
13518	Ideographs	UROr91	uni91F1-JP
13519	Ideographs	UROr91	uni91F5-JP
13520	Ideographs	UROr91	uni91F6-JP
13521	Ideographs	UROr91	uni91F7-JP
13522	Ideographs	UROr91	uni91F9-JP
13523	Ideographs	UROr91	uni91FB-JP
13524	Ideographs	UROr91	uni91FC-JP
13525	Ideographs	UROr91	uni91FD-JP
13526	Ideographs	UROr91	uni91FF-JP
13527	Ideographs	UROr92	uni9200-JP
13528	Ideographs	UROr92	uni9201-JP
13529	Ideographs	UROr92	uni9204-JP
13530	Ideographs	UROr92	uni9205-JP
13531	Ideographs	UROr92	uni9206-JP
13532	Ideographs	UROr92	uni9207-JP
13533	Ideographs	UROr92	uni9209-JP
13534	Ideographs	UROr92	uni920A-JP
13535	Ideographs	UROr92	uni920C-JP
13536	Ideographs	UROr92	uni920D-JP
13537	Ideographs	UROr92	uni920E-JP
13538	Ideographs	UROr92	uni9210-JP
13539	Ideographs	UROr92	uni9211-JP
13540	Ideographs	UROr92	uni9212-JP
13541	Ideographs	UROr92	uni9213-JP
13542	Ideographs	UROr92	uni9214-JP
13543	Ideographs	UROr92	uni9215-JP
13544	Ideographs	UROr92	uni9216-JP
13545	Ideographs	UROr92	uni9217-JP
13546	Ideographs	UROr92	uni9218-JP
13547	Ideographs	UROr92	uni921C-JP
13548	Ideographs	UROr92	uni921D-JP
13549	Ideographs	UROr92	uni921E-JP
13550	Ideographs	UROr92	uni9223-JP
13551	Ideographs	UROr92	uni9224-JP
13552	Ideographs	UROr92	uni9225-JP
13553	Ideographs	UROr92	uni9226-JP
13554	Ideographs	UROr92	uni9228-JP
13555	Ideographs	UROr92	uni9229-JP
13556	Ideographs	UROr92	uni922C-JP
13557	Ideographs	UROr92	uni922E-JP
13558	Ideographs	UROr92	uni922F-JP
13559	Ideographs	UROr92	uni9230-JP
13560	Ideographs	UROr92	uni9233-JP
13561	Ideographs	UROr92	uni9234-JP
13562	Ideographs	UROr92	uni9235-JP
13563	Ideographs	UROr92	uni9236-JP
13564	Ideographs	UROr92	uni9237-JP
13565	Ideographs	UROr92	uni9238-JP
13566	Ideographs	UROr92	uni9239-JP
13567	Ideographs	UROr92	uni923A-JP
13568	Ideographs	UROr92	uni923C-JP
13569	Ideographs	UROr92	uni923E-JP
13570	Ideographs	UROr92	uni923F-JP
13571	Ideographs	UROr92	uni9240-JP
13572	Ideographs	UROr92	uni9242-JP
13573	Ideographs	UROr92	uni9243-JP
13574	Ideographs	UROr92	uni9244-JP
13575	Ideographs	UROr92	uni9245-JP
13576	Ideographs	UROr92	uni9246-JP
13577	Ideographs	UROr92	uni9247-JP
13578	Ideographs	UROr92	uni9248-JP
13579	Ideographs	UROr92	uni9249-JP
13580	Ideographs	UROr92	uni924A-JP
13581	Ideographs	UROr92	uni924B-JP
13582	Ideographs	UROr92	uni924D-JP
13583	Ideographs	UROr92	uni924E-JP
13584	Ideographs	UROr92	uni924F-JP
13585	Ideographs	UROr92	uni9250-JP
13586	Ideographs	UROr92	uni9251-JP
13587	Ideographs	UROr92	uni9256-JP
13588	Ideographs	UROr92	uni9257-JP
13589	Ideographs	UROr92	uni9258-JP
13590	Ideographs	UROr92	uni9259-JP
13591	Ideographs	UROr92	uni925A-JP
13592	Ideographs	UROr92	uni925B-JP
13593	Ideographs	UROr92	uni925C-JP
13594	Ideographs	UROr92	uni925D-JP
13595	Ideographs	UROr92	uni925E-JP
13596	Ideographs	UROr92	uni9260-JP
13597	Ideographs	UROr92	uni9261-JP
13598	Ideographs	UROr92	uni9262-JP
13599	Ideographs	UROr92	uni9264-JP
13600	Ideographs	UROr92	uni9265-JP
13601	Ideographs	UROr92	uni9266-JP
13602	Ideographs	UROr92	uni9267-JP
13603	Ideographs	UROr92	uni9268-JP
13604	Ideographs	UROr92	uni9269-JP
13605	Ideographs	UROr92	uni926E-JP
13606	Ideographs	UROr92	uni926F-JP
13607	Ideographs	UROr92	uni9270-JP
13608	Ideographs	UROr92	uni9271-JP
13609	Ideographs	UROr92	uni9275-JP
13610	Ideographs	UROr92	uni9276-JP
13611	Ideographs	UROr92	uni9277-JP
13612	Ideographs	UROr92	uni9278-JP
13613	Ideographs	UROr92	uni9279-JP
13614	Ideographs	UROr92	uni927B-JP
13615	Ideographs	UROr92	uni927C-JP
13616	Ideographs	UROr92	uni927D-JP
13617	Ideographs	UROr92	uni927E-JP
13618	Ideographs	UROr92	uni927F-JP
13619	Ideographs	UROr92	uni9280-JP
13620	Ideographs	UROr92	uni9283-JP
13621	Ideographs	UROr92	uni9285-JP
13622	Ideographs	UROr92	uni9288-JP
13623	Ideographs	UROr92	uni9289-JP
13624	Ideographs	UROr92	uni928A-JP
13625	Ideographs	UROr92	uni928D-JP
13626	Ideographs	UROr92	uni928E-JP
13627	Ideographs	UROr92	uni9291-JP
13628	Ideographs	UROr92	uni9292-JP
13629	Ideographs	UROr92	uni9293-JP
13630	Ideographs	UROr92	uni9295-JP
13631	Ideographs	UROr92	uni9296-JP
13632	Ideographs	UROr92	uni9297-JP
13633	Ideographs	UROr92	uni9298-JP
13634	Ideographs	UROr92	uni9299-JP
13635	Ideographs	UROr92	uni929A-JP
13636	Ideographs	UROr92	uni929B-JP
13637	Ideographs	UROr92	uni929C-JP
13638	Ideographs	UROr92	uni929F-JP
13639	Ideographs	UROr92	uni92A0-JP
13640	Ideographs	UROr92	uni92A4-JP
13641	Ideographs	UROr92	uni92A5-JP
13642	Ideographs	UROr92	uni92A7-JP
13643	Ideographs	UROr92	uni92A8-JP
13644	Ideographs	UROr92	uni92AB-JP
13645	Ideographs	UROr92	uni92AD-JP
13646	Ideographs	UROr92	uni92AF-JP
13647	Ideographs	UROr92	uni92B2-JP
13648	Ideographs	UROr92	uni92B3-JP
13649	Ideographs	UROr92	uni92B6-JP
13650	Ideographs	UROr92	uni92B7-JP
13651	Ideographs	UROr92	uni92B8-JP
13652	Ideographs	UROr92	uni92B9-JP
13653	Ideographs	UROr92	uni92BA-JP
13654	Ideographs	UROr92	uni92BB-JP
13655	Ideographs	UROr92	uni92BC-JP
13656	Ideographs	UROr92	uni92BD-JP
13657	Ideographs	UROr92	uni92BF-JP
13658	Ideographs	UROr92	uni92C0-JP
13659	Ideographs	UROr92	uni92C1-JP
13660	Ideographs	UROr92	uni92C2-JP
13661	Ideographs	UROr92	uni92C3-JP
13662	Ideographs	UROr92	uni92C5-JP
13663	Ideographs	UROr92	uni92C6-JP
13664	Ideographs	UROr92	uni92C7-JP
13665	Ideographs	UROr92	uni92C8-JP
13666	Ideographs	UROr92	uni92CB-JP
13667	Ideographs	UROr92	uni92CC-JP
13668	Ideographs	UROr92	uni92CD-JP
13669	Ideographs	UROr92	uni92CE-JP
13670	Ideographs	UROr92	uni92CF-JP
13671	Ideographs	UROr92	uni92D0-JP
13672	Ideographs	UROr92	uni92D2-JP
13673	Ideographs	UROr92	uni92D3-JP
13674	Ideographs	UROr92	uni92D5-JP
13675	Ideographs	UROr92	uni92D7-JP
13676	Ideographs	UROr92	uni92D8-JP
13677	Ideographs	UROr92	uni92D9-JP
13678	Ideographs	UROr92	uni92DC-JP
13679	Ideographs	UROr92	uni92DD-JP
13680	Ideographs	UROr92	uni92DF-JP
13681	Ideographs	UROr92	uni92E0-JP
13682	Ideographs	UROr92	uni92E1-JP
13683	Ideographs	UROr92	uni92E3-JP
13684	Ideographs	UROr92	uni92E4-JP
13685	Ideographs	UROr92	uni92E5-JP
13686	Ideographs	UROr92	uni92E7-JP
13687	Ideographs	UROr92	uni92E8-JP
13688	Ideographs	UROr92	uni92E9-JP
13689	Ideographs	UROr92	uni92EA-JP
13690	Ideographs	UROr92	uni92EC-JP
13691	Ideographs	UROr92	uni92ED-JP
13692	Ideographs	UROr92	uni92EE-JP
13693	Ideographs	UROr92	uni92F0-JP
13694	Ideographs	UROr92	uni92F2-JP
13695	Ideographs	UROr92	uni92F3-JP
13696	Ideographs	UROr92	uni92F7-JP
13697	Ideographs	UROr92	uni92F8-JP
13698	Ideographs	UROr92	uni92F9-JP
13699	Ideographs	UROr92	uni92FA-JP
13700	Ideographs	UROr92	uni92FB-JP
13701	Ideographs	UROr92	uni92FC-JP
13702	Ideographs	UROr92	uni92FF-JP
13703	Ideographs	UROr93	uni9300-JP
13704	Ideographs	UROr93	uni9302-JP
13705	Ideographs	UROr93	uni9304-JP
13706	Ideographs	UROr93	uni9306-JP
13707	Ideographs	UROr93	uni9308-JP
13708	Ideographs	UROr93	uni930D-JP
13709	Ideographs	UROr93	uni930F-JP
13710	Ideographs	UROr93	uni9310-JP
13711	Ideographs	UROr93	uni9311-JP
13712	Ideographs	UROr93	uni9314-JP
13713	Ideographs	UROr93	uni9315-JP
13714	Ideographs	UROr93	uni9318-JP
13715	Ideographs	UROr93	uni9319-JP
13716	Ideographs	UROr93	uni931A-JP
13717	Ideographs	UROr93	uni931C-JP
13718	Ideographs	UROr93	uni931D-JP
13719	Ideographs	UROr93	uni931E-JP
13720	Ideographs	UROr93	uni931F-JP
13721	Ideographs	UROr93	uni9320-JP
13722	Ideographs	UROr93	uni9321-JP
13723	Ideographs	UROr93	uni9322-JP
13724	Ideographs	UROr93	uni9323-JP
13725	Ideographs	UROr93	uni9324-JP
13726	Ideographs	UROr93	uni9325-JP
13727	Ideographs	UROr93	uni9326-JP
13728	Ideographs	UROr93	uni9327-JP
13729	Ideographs	UROr93	uni9328-JP
13730	Ideographs	UROr93	uni9329-JP
13731	Ideographs	UROr93	uni932A-JP
13732	Ideographs	UROr93	uni932B-JP
13733	Ideographs	UROr93	uni932C-JP
13734	Ideographs	UROr93	uni932E-JP
13735	Ideographs	UROr93	uni932F-JP
13736	Ideographs	UROr93	uni9332-JP
13737	Ideographs	UROr93	uni9333-JP
13738	Ideographs	UROr93	uni9334-JP
13739	Ideographs	UROr93	uni9335-JP
13740	Ideographs	UROr93	uni9336-JP
13741	Ideographs	UROr93	uni9337-JP
13742	Ideographs	UROr93	uni933A-JP
13743	Ideographs	UROr93	uni933B-JP
13744	Ideographs	UROr93	uni9344-JP
13745	Ideographs	UROr93	uni9347-JP
13746	Ideographs	UROr93	uni9348-JP
13747	Ideographs	UROr93	uni9349-JP
13748	Ideographs	UROr93	uni934A-JP
13749	Ideographs	UROr93	uni934B-JP
13750	Ideographs	UROr93	uni934D-JP
13751	Ideographs	UROr93	uni9350-JP
13752	Ideographs	UROr93	uni9351-JP
13753	Ideographs	UROr93	uni9352-JP
13754	Ideographs	UROr93	uni9354-JP
13755	Ideographs	UROr93	uni9355-JP
13756	Ideographs	UROr93	uni9356-JP
13757	Ideographs	UROr93	uni9357-JP
13758	Ideographs	UROr93	uni9358-JP
13759	Ideographs	UROr93	uni935A-JP
13760	Ideographs	UROr93	uni935B-JP
13761	Ideographs	UROr93	uni935C-JP
13762	Ideographs	UROr93	uni935E-JP
13763	Ideographs	UROr93	uni9360-JP
13764	Ideographs	UROr93	uni9364-JP
13765	Ideographs	UROr93	uni9365-JP
13766	Ideographs	UROr93	uni9367-JP
13767	Ideographs	UROr93	uni9369-JP
13768	Ideographs	UROr93	uni936A-JP
13769	Ideographs	UROr93	uni936B-JP
13770	Ideographs	UROr93	uni936C-JP
13771	Ideographs	UROr93	uni936D-JP
13772	Ideographs	UROr93	uni936E-JP
13773	Ideographs	UROr93	uni936F-JP
13774	Ideographs	UROr93	uni9370-JP
13775	Ideographs	UROr93	uni9371-JP
13776	Ideographs	UROr93	uni9373-JP
13777	Ideographs	UROr93	uni9374-JP
13778	Ideographs	UROr93	uni9375-JP
13779	Ideographs	UROr93	uni9376-JP
13780	Ideographs	UROr93	uni937A-JP
13781	Ideographs	UROr93	uni937C-JP
13782	Ideographs	UROr93	uni937D-JP
13783	Ideographs	UROr93	uni937E-JP
13784	Ideographs	UROr93	uni937F-JP
13785	Ideographs	UROr93	uni9380-JP
13786	Ideographs	UROr93	uni9381-JP
13787	Ideographs	UROr93	uni9382-JP
13788	Ideographs	UROr93	uni9388-JP
13789	Ideographs	UROr93	uni938A-JP
13790	Ideographs	UROr93	uni938B-JP
13791	Ideographs	UROr93	uni938C-JP
13792	Ideographs	UROr93	uni938D-JP
13793	Ideographs	UROr93	uni938F-JP
13794	Ideographs	UROr93	uni9392-JP
13795	Ideographs	UROr93	uni9394-JP
13796	Ideographs	UROr93	uni9395-JP
13797	Ideographs	UROr93	uni9396-JP
13798	Ideographs	UROr93	uni9397-JP
13799	Ideographs	UROr93	uni9398-JP
13800	Ideographs	UROr93	uni939A-JP
13801	Ideographs	UROr93	uni939B-JP
13802	Ideographs	UROr93	uni939E-JP
13803	Ideographs	UROr93	uni93A1-JP
13804	Ideographs	UROr93	uni93A3-JP
13805	Ideographs	UROr93	uni93A4-JP
13806	Ideographs	UROr93	uni93A6-JP
13807	Ideographs	UROr93	uni93A7-JP
13808	Ideographs	UROr93	uni93A8-JP
13809	Ideographs	UROr93	uni93A9-JP
13810	Ideographs	UROr93	uni93AB-JP
13811	Ideographs	UROr93	uni93AC-JP
13812	Ideographs	UROr93	uni93AD-JP
13813	Ideographs	UROr93	uni93AE-JP
13814	Ideographs	UROr93	uni93B0-JP
13815	Ideographs	UROr93	uni93B4-JP
13816	Ideographs	UROr93	uni93B5-JP
13817	Ideographs	UROr93	uni93B6-JP
13818	Ideographs	UROr93	uni93B9-JP
13819	Ideographs	UROr93	uni93BA-JP
13820	Ideographs	UROr93	uni93BB-JP
13821	Ideographs	UROr93	uni93C1-JP
13822	Ideographs	UROr93	uni93C3-JP
13823	Ideographs	UROr93	uni93C4-JP
13824	Ideographs	UROr93	uni93C5-JP
13825	Ideographs	UROr93	uni93C6-JP
13826	Ideographs	UROr93	uni93C7-JP
13827	Ideographs	UROr93	uni93C8-JP
13828	Ideographs	UROr93	uni93C9-JP
13829	Ideographs	UROr93	uni93CA-JP
13830	Ideographs	UROr93	uni93CB-JP
13831	Ideographs	UROr93	uni93CC-JP
13832	Ideographs	UROr93	uni93CD-JP
13833	Ideographs	UROr93	uni93D0-JP
13834	Ideographs	UROr93	uni93D1-JP
13835	Ideographs	UROr93	uni93D3-JP
13836	Ideographs	UROr93	uni93D6-JP
13837	Ideographs	UROr93	uni93D7-JP
13838	Ideographs	UROr93	uni93D8-JP
13839	Ideographs	UROr93	uni93D9-JP
13840	Ideographs	UROr93	uni93DC-JP
13841	Ideographs	UROr93	uni93DD-JP
13842	Ideographs	UROr93	uni93DE-JP
13843	Ideographs	UROr93	uni93DF-JP
13844	Ideographs	UROr93	uni93E1-JP
13845	Ideographs	UROr93	uni93E2-JP
13846	Ideographs	UROr93	uni93E4-JP
13847	Ideographs	UROr93	uni93E5-JP
13848	Ideographs	UROr93	uni93E6-JP
13849	Ideographs	UROr93	uni93E7-JP
13850	Ideographs	UROr93	uni93E8-JP
13851	Ideographs	UROr93	uni93F1-JP
13852	Ideographs	UROr93	uni93F5-JP
13853	Ideographs	UROr93	uni93F7-JP
13854	Ideographs	UROr93	uni93F8-JP
13855	Ideographs	UROr93	uni93F9-JP
13856	Ideographs	UROr93	uni93FA-JP
13857	Ideographs	UROr93	uni93FB-JP
13858	Ideographs	UROr93	uni93FD-JP
13859	Ideographs	UROr94	uni9401-JP
13860	Ideographs	UROr94	uni9402-JP
13861	Ideographs	UROr94	uni9403-JP
13862	Ideographs	UROr94	uni9404-JP
13863	Ideographs	UROr94	uni9407-JP
13864	Ideographs	UROr94	uni9408-JP
13865	Ideographs	UROr94	uni9409-JP
13866	Ideographs	UROr94	uni940D-JP
13867	Ideographs	UROr94	uni940E-JP
13868	Ideographs	UROr94	uni940F-JP
13869	Ideographs	UROr94	uni9410-JP
13870	Ideographs	UROr94	uni9413-JP
13871	Ideographs	UROr94	uni9414-JP
13872	Ideographs	UROr94	uni9415-JP
13873	Ideographs	UROr94	uni9416-JP
13874	Ideographs	UROr94	uni9417-JP
13875	Ideographs	UROr94	uni9418-JP
13876	Ideographs	UROr94	uni9419-JP
13877	Ideographs	UROr94	uni941A-JP
13878	Ideographs	UROr94	uni941F-JP
13879	Ideographs	UROr94	uni9421-JP
13880	Ideographs	UROr94	uni942B-JP
13881	Ideographs	UROr94	uni942E-JP
13882	Ideographs	UROr94	uni942F-JP
13883	Ideographs	UROr94	uni9431-JP
13884	Ideographs	UROr94	uni9432-JP
13885	Ideographs	UROr94	uni9433-JP
13886	Ideographs	UROr94	uni9434-JP
13887	Ideographs	UROr94	uni9435-JP
13888	Ideographs	UROr94	uni9436-JP
13889	Ideographs	UROr94	uni9438-JP
13890	Ideographs	UROr94	uni943A-JP
13891	Ideographs	UROr94	uni943B-JP
13892	Ideographs	UROr94	uni943D-JP
13893	Ideographs	UROr94	uni943F-JP
13894	Ideographs	UROr94	uni9441-JP
13895	Ideographs	UROr94	uni9443-JP
13896	Ideographs	UROr94	uni9444-JP
13897	Ideographs	UROr94	uni9445-JP
13898	Ideographs	UROr94	uni9448-JP
13899	Ideographs	UROr94	uni944A-JP
13900	Ideographs	UROr94	uni944C-JP
13901	Ideographs	UROr94	uni9451-JP
13902	Ideographs	UROr94	uni9452-JP
13903	Ideographs	UROr94	uni9453-JP
13904	Ideographs	UROr94	uni9455-JP
13905	Ideographs	UROr94	uni9459-JP
13906	Ideographs	UROr94	uni945A-JP
13907	Ideographs	UROr94	uni945B-JP
13908	Ideographs	UROr94	uni945C-JP
13909	Ideographs	UROr94	uni945E-JP
13910	Ideographs	UROr94	uni945F-JP
13911	Ideographs	UROr94	uni9460-JP
13912	Ideographs	UROr94	uni9461-JP
13913	Ideographs	UROr94	uni9462-JP
13914	Ideographs	UROr94	uni9463-JP
13915	Ideographs	UROr94	uni9468-JP
13916	Ideographs	UROr94	uni946A-JP
13917	Ideographs	UROr94	uni946B-JP
13918	Ideographs	UROr94	uni946D-JP
13919	Ideographs	UROr94	uni946E-JP
13920	Ideographs	UROr94	uni946F-JP
13921	Ideographs	UROr94	uni9470-JP
13922	Ideographs	UROr94	uni9471-JP
13923	Ideographs	UROr94	uni9472-JP
13924	Ideographs	UROr94	uni9475-JP
13925	Ideographs	UROr94	uni9477-JP
13926	Ideographs	UROr94	uni947C-JP
13927	Ideographs	UROr94	uni947D-JP
13928	Ideographs	UROr94	uni947E-JP
13929	Ideographs	UROr94	uni947F-JP
13930	Ideographs	UROr94	uni9481-JP
13931	Ideographs	UROr94	uni9483-JP
13932	Ideographs	UROr94	uni9484-JP
13933	Ideographs	UROr94	uni9485-CN
13934	Ideographs	UROr95	uni9577-JP
13935	Ideographs	UROr95	uni9578-JP
13936	Ideographs	UROr95	uni9579-JP
13937	Ideographs	UROr95	uni957E-JP
13938	Ideographs	UROr95	uni957F-CN
13939	Ideographs	UROr95	uni9580-JP
13940	Ideographs	UROr95	uni9582-JP
13941	Ideographs	UROr95	uni9583-JP
13942	Ideographs	UROr95	uni9584-JP
13943	Ideographs	UROr95	uni9586-JP
13944	Ideographs	UROr95	uni9587-JP
13945	Ideographs	UROr95	uni9588-JP
13946	Ideographs	UROr95	uni9589-JP
13947	Ideographs	UROr95	uni958A-JP
13948	Ideographs	UROr95	uni958B-JP
13949	Ideographs	UROr95	uni958C-JP
13950	Ideographs	UROr95	uni958D-JP
13951	Ideographs	UROr95	uni958E-JP
13952	Ideographs	UROr95	uni958F-JP
13953	Ideographs	UROr95	uni9591-JP
13954	Ideographs	UROr95	uni9592-JP
13955	Ideographs	UROr95	uni9593-JP
13956	Ideographs	UROr95	uni9594-JP
13957	Ideographs	UROr95	uni9596-JP
13958	Ideographs	UROr95	uni9598-JP
13959	Ideographs	UROr95	uni9599-JP
13960	Ideographs	UROr95	uni959D-JP
13961	Ideographs	UROr95	uni959E-JP
13962	Ideographs	UROr95	uni959F-JP
13963	Ideographs	UROr95	uni95A0-JP
13964	Ideographs	UROr95	uni95A1-JP
13965	Ideographs	UROr95	uni95A2-JP
13966	Ideographs	UROr95	uni95A3-JP
13967	Ideographs	UROr95	uni95A4-JP
13968	Ideographs	UROr95	uni95A5-JP
13969	Ideographs	UROr95	uni95A6-JP
13970	Ideographs	UROr95	uni95A7-JP
13971	Ideographs	UROr95	uni95A8-JP
13972	Ideographs	UROr95	uni95A9-JP
13973	Ideographs	UROr95	uni95AB-JP
13974	Ideographs	UROr95	uni95AC-JP
13975	Ideographs	UROr95	uni95AD-JP
13976	Ideographs	UROr95	uni95B1-JP
13977	Ideographs	UROr95	uni95B2-JP
13978	Ideographs	UROr95	uni95B4-JP
13979	Ideographs	UROr95	uni95B6-JP
13980	Ideographs	UROr95	uni95B9-JP
13981	Ideographs	UROr95	uni95BA-JP
13982	Ideographs	UROr95	uni95BB-JP
13983	Ideographs	UROr95	uni95BC-JP
13984	Ideographs	UROr95	uni95BD-JP
13985	Ideographs	UROr95	uni95BE-JP
13986	Ideographs	UROr95	uni95BF-JP
13987	Ideographs	UROr95	uni95C3-JP
13988	Ideographs	UROr95	uni95C6-JP
13989	Ideographs	UROr95	uni95C7-JP
13990	Ideographs	UROr95	uni95C8-JP
13991	Ideographs	UROr95	uni95C9-JP
13992	Ideographs	UROr95	uni95CA-JP
13993	Ideographs	UROr95	uni95CB-JP
13994	Ideographs	UROr95	uni95CC-JP
13995	Ideographs	UROr95	uni95CD-JP
13996	Ideographs	UROr95	uni95D0-JP
13997	Ideographs	UROr95	uni95D1-JP
13998	Ideographs	UROr95	uni95D2-JP
13999	Ideographs	UROr95	uni95D3-JP
14000	Ideographs	UROr95	uni95D4-JP
14001	Ideographs	UROr95	uni95D5-JP
14002	Ideographs	UROr95	uni95D6-JP
14003	Ideographs	UROr95	uni95D8-JP
14004	Ideographs	UROr95	uni95D9-JP
14005	Ideographs	UROr95	uni95DA-JP
14006	Ideographs	UROr95	uni95DC-JP
14007	Ideographs	UROr95	uni95DD-JP
14008	Ideographs	UROr95	uni95DE-JP
14009	Ideographs	UROr95	uni95DF-JP
14010	Ideographs	UROr95	uni95E0-JP
14011	Ideographs	UROr95	uni95E1-JP
14012	Ideographs	UROr95	uni95E2-JP
14013	Ideographs	UROr95	uni95E4-JP
14014	Ideographs	UROr95	uni95E5-JP
14015	Ideographs	UROr95	uni95E6-JP
14016	Ideographs	UROr95	uni95E8-JP
14017	Ideographs	UROr95	uni95E8-CN
14018	Ideographs	UROr96	uni961C-CN
14019	Ideographs	UROr96	uni961D-CN
14020	Ideographs	UROr96	uni961E-JP
14021	Ideographs	UROr96	uni9621-CN
14022	Ideographs	UROr96	uni9622-JP
14023	Ideographs	UROr96	uni9624-JP
14024	Ideographs	UROr96	uni9625-JP
14025	Ideographs	UROr96	uni9626-JP
14026	Ideographs	UROr96	uni9628-JP
14027	Ideographs	UROr96	uni962A-JP
14028	Ideographs	UROr96	uni962C-JP
14029	Ideographs	UROr96	uni962E-CN
14030	Ideographs	UROr96	uni962F-JP
14031	Ideographs	UROr96	uni9631-JP
14032	Ideographs	UROr96	uni9632-JP
14033	Ideographs	UROr96	uni9633-CN
14034	Ideographs	UROr96	uni9634-CN
